0.000000000,10,"10"
20.400000000,1,"1"
27.800000000,5,"5"
43.800000000,8,"8"
52.800000000,9,"9"
76.000000000,10,"10"
83.400000000,5,"5"
99.800000000,8,"8"
108.800000000,9,"9"
140.000000000,10,"10"
163.800000000,8,"8"
172.800000000,9,"9"
204.800000000,4,"4"
