0.000000000,0
0.023219954,1.41638e-09
0.046439909,6.08626e-06
0.069659863,2.66796e-05
0.092879818,3.56053e-05
0.116099773,3.76395e-05
0.139319727,4.85385e-05
0.162539682,5.51586e-05
0.185759637,6.30238e-05
0.208979591,5.86125e-05
0.232199546,6.27255e-05
0.255419501,6.89192e-05
0.278639455,7.25092e-05
0.301859410,7.76505e-05
0.325079365,7.76957e-05
0.348299319,7.58759e-05
0.371519274,7.90701e-05
0.394739229,8.55833e-05
0.417959183,8.28036e-05
0.441179138,9.32124e-05
0.464399092,9.55647e-05
0.487619047,9.51301e-05
0.510839002,9.84338e-05
0.534058956,0.000107568
0.557278911,0.000104206
0.580498866,9.95513e-05
0.603718820,0.00011155
0.626938775,0.000117346
0.650158730,0.000111572
0.673378684,0.000124112
0.696598639,0.000119542
0.719818594,0.000123261
0.743038548,0.000134904
0.766258503,0.000131542
0.789478458,0.000134833
0.812698412,0.000139867
0.835918367,0.000143428
0.859138321,0.000147984
0.882358276,0.000143568
0.905578231,0.000145184
0.928798185,0.000157976
0.952018140,0.000152499
0.975238095,0.000150799
0.998458049,0.00016217
1.021678004,0.000165257
1.044897959,0.000162205
1.068117913,0.000160448
1.091337868,0.000172424
1.114557823,0.000174521
1.137777777,0.00016951
1.160997732,0.000183029
1.184217687,0.000194911
1.207437641,0.000190082
1.230657596,0.000177224
1.253877551,0.000214707
1.277097505,0.000200935
1.300317460,0.000219476
1.323537414,0.000207719
1.346757369,0.000204049
1.369977324,0.000206565
1.393197278,0.000190484
1.416417233,0.000239151
1.439637188,0.000223504
1.462857142,0.000210141
1.486077097,0.000205397
1.509297052,0.000227119
1.532517006,0.00023912
1.555736961,0.000234059
1.578956916,0.00024131
1.602176870,0.000228713
1.625396825,0.000256007
1.648616780,0.000259208
1.671836734,0.00023542
1.695056689,0.000265151
1.718276643,0.000253152
1.741496598,0.000253345
1.764716553,0.000266359
1.787936507,0.000244767
1.811156462,0.000265644
1.834376417,0.000284826
1.857596371,0.000262966
1.880816326,0.000271321
